name,activated,threshold,before_activation_alters,after_activation_alters,degree,observed,gender,age,race
0,1,4.931298743754525,0,441,529,0,0,0.6700624050751768,0
1,1,6.175898109656608,0,490,506,0,1,0.7568625301475543,1
2,1,1.5267372508293136,0,55,479,0,0,0.3213118839183865,0
3,1,4.559786813653394,0,314,504,0,1,1.6367568209448977,0
4,1,-2.5034463199089116,0,126,509,0,0,-1.5476989283400617,0
5,1,2.8467390225440745,0,372,511,0,1,-0.17968159354941382,1
6,1,4.9329067573641705,0,356,508,0,1,1.6758527736064872,0
7,1,2.5680874958565423,0,8,478,0,0,1.6779296082819057,0
8,1,4.160957295464908,0,478,491,0,1,-0.43735934976656565,0
9,1,3.789005143520254,0,404,564,0,0,0.904572318864517,1
10,1,4.444621461132357,0,308,510,0,1,0.05385095915662151,1
11,1,2.9790924588350105,0,249,489,0,0,0.5333571676467803,1
12,1,0.821933173676852,0,375,484,0,0,-0.5047190434549292,0
13,1,2.779500238698337,0,180,515,0,1,-0.2902332983444265,1
14,1,-1.2289335437990148,0,169,482,0,0,-0.5840263497935131,0
15,1,0.9765431598555652,0,233,507,0,0,-0.1651678947228392,1
16,1,3.580763061702438,0,242,527,0,1,-0.39539404658573607,0
17,1,2.528133476851491,0,127,545,0,1,0.0741179370447528,0
18,1,2.2768553404159175,0,459,537,0,1,0.32893158232218506,0
19,1,1.6277849505892892,0,17,469,0,1,-1.04135283992253,1
20,1,2.029148391826729,0,101,507,0,0,0.5864598288814417,0
21,1,2.3340310981882175,0,250,488,0,1,0.10718279408717835,0
22,1,2.0455726730903603,0,362,470,0,0,0.06561517539232131,1
23,1,3.1270014954715335,0,194,497,0,1,-0.7342342248573005,0
24,1,1.6668385992682473,0,80,495,0,1,-0.6950112561357752,1
25,1,4.0640126527599385,0,404,483,0,1,-0.17155173908005464,0
26,1,3.215164600844995,0,229,493,0,1,-0.5211479800667597,0
27,1,1.2390622975277243,0,484,516,0,0,-0.5216098086351008,1
28,1,1.40143886701212,0,72,516,0,1,-0.7144902084453709,0
29,1,2.0263377563751783,0,158,493,0,0,0.6195235711982702,0
30,1,4.60378431754481,0,165,534,0,1,0.1346689648595463,1
31,1,-0.5154586429377637,0,390,521,0,0,-0.7183314646160464,0
32,1,-2.133675235212544,0,53,523,0,0,-1.5727427293141552,0
33,1,6.02122830593607,0,163,473,0,1,1.3054166132359553,0
34,1,6.626969328269951,0,473,510,0,1,0.28047053984210585,1
35,1,3.9276671102804412,0,62,520,0,1,-0.22232135008536216,0
36,1,-2.271283674938738,0,383,467,0,1,-2.068158987100597,1
37,1,-0.17386226996886034,0,99,502,0,0,-1.1945313970421785,1
38,1,2.2769469158066356,0,220,478,0,0,0.10850913196978572,1
39,1,4.848431683594113,0,300,496,0,1,0.3789253774814698,1
40,1,4.707975437085047,0,394,476,0,1,0.5680072878087088,0
41,1,4.515865715396571,0,65,521,0,0,2.2526239788040496,0
42,1,3.8984278560806676,0,34,499,0,0,0.1290386330800493,1
43,1,-1.4608568303673501,0,400,497,0,0,-1.9531679400268434,0
44,1,6.675333500385098,0,487,489,0,1,2.0139729545173255,1
45,1,4.772175462873474,0,300,509,0,1,-0.28855158991208124,1
46,1,3.466098133297777,0,120,452,0,0,1.307932418509354,1
47,1,1.5781152716365399,0,492,510,0,1,-0.9466221487349379,1
48,1,1.377287560229026,0,478,511,0,0,-0.9615921501141391,1
49,1,5.80718585522717,0,250,534,0,0,1.9535704995053604,1
50,1,1.769489002635511,0,253,498,0,1,-0.7389993330596112,0
51,1,3.9447192431793408,0,477,507,0,1,0.31570874377784836,0
52,1,6.7109086344438715,0,286,521,0,1,1.6387697479261145,0
53,1,3.8872146035122235,0,352,489,0,1,-0.36869555251964603,1
54,1,3.6238160118693807,0,403,486,0,1,-0.1725928299811218,1
55,1,3.6196595443512924,0,446,484,0,1,0.1917665344935688,1
56,1,0.9610531546115736,0,389,462,0,0,-0.32614826708482714,0
57,1,1.4245333943557767,0,191,491,0,0,-0.2528874690491196,1
58,1,4.154748305741389,0,311,527,0,0,1.4654595784720368,1
59,1,5.047549893091033,0,393,500,0,1,0.3603113352773512,1
60,1,6.5359928060920645,0,410,498,0,1,1.3573129443000507,0
61,1,2.3404777364513203,0,473,489,0,1,0.1435376108118689,0
62,1,6.124715369846396,0,31,470,0,1,0.4475968380534181,1
63,1,-0.6681652780768894,0,149,529,0,0,0.10153001780623956,0
64,1,-0.6879467230894063,0,437,496,0,0,-0.8326731099207774,1
65,1,2.599659343251569,0,43,539,0,0,0.5314977926922589,0
66,1,6.562439965348687,0,19,487,0,0,2.1328766806688053,1
67,1,3.1241276128124333,0,71,490,0,1,-0.08755432469170323,1
68,1,5.182809310485407,0,308,446,0,1,0.5235982667138731,0
69,1,1.2700622385578517,0,407,494,0,0,-0.32135359084433923,1
70,1,6.469788078070813,0,461,532,0,0,1.7339375232181573,1
71,1,4.863888465565913,1,437,456,0,1,1.032769566199322,1
72,1,1.7019780468210213,0,402,518,0,0,-0.10448532564033068,1
73,1,2.1273557769536966,0,16,503,0,1,-1.1820203061867918,0
74,1,5.122313488785788,0,209,505,0,0,2.379766488239328,0
75,1,6.017912186585498,0,146,491,0,1,0.7626818884791788,1
76,1,5.612991537163948,0,302,500,0,1,0.5017133334679204,1
77,1,2.1275056551517215,0,51,474,0,0,-0.11280656816436617,1
78,1,4.252835245032818,0,97,507,0,1,0.5469611420195106,0
79,1,7.1070805679466424,0,95,506,0,1,1.6353078024169603,1
80,1,3.801230298525064,0,434,500,0,1,0.6301295543887658,0
81,1,0.10933213930069341,0,6,472,0,0,-0.448161742527291,0
82,1,2.600599347106517,0,97,495,0,1,-0.16899188798313516,0
83,1,3.32486035645387,0,22,486,0,0,1.3323371854140136,0
84,1,2.823798085542929,0,335,493,0,0,0.43064718515968187,0
85,1,-1.9651178313085609,0,48,503,0,0,-0.36210540553052434,0
86,1,-0.6744596742259379,0,127,554,0,0,-1.4443117010053024,1
87,1,2.8411126093005605,0,36,525,0,1,-0.10264461521206458,1
88,1,0.26354483193062783,0,265,506,0,0,-0.23297479398439397,0
89,1,4.668973274170291,0,32,511,0,0,0.9526996613028705,1
90,1,-2.0462306616863373,0,63,496,0,1,-1.3770619592561348,0
91,1,5.7394295298218445,0,445,543,0,1,0.39508963355859655,1
92,1,3.0056428243090005,0,349,490,0,0,0.6649304330853393,1
93,1,6.12321075899308,0,300,469,0,1,0.3172942345245214,0
94,1,4.450230739888826,0,43,502,0,1,0.4944516731517851,1
95,1,4.473630778627537,0,373,511,0,0,0.7955754000706794,1
96,1,7.95530232298358,0,278,550,0,1,2.440860465342663,0
97,1,-0.03101720874344238,0,149,505,0,1,-1.4512440678370464,1
98,1,1.5901913379998827,0,176,494,0,1,-1.1150943609793906,1
99,1,0.9698687960454759,0,283,468,0,0,0.178489488531556,0
100,1,0.5041372381566216,0,130,539,0,0,-1.1549258111777472,1
101,1,3.158606142623378,0,229,524,0,1,0.19328909175079023,1
102,1,2.5277578174197157,0,375,513,0,0,0.5235311374832382,1
103,1,-0.7599521428262119,0,332,463,0,0,-1.6142512964326687,1
104,1,-1.8224548776164191,0,327,533,0,0,0.10073307838504719,0
105,1,6.493587229320727,0,165,486,0,1,0.7934989050707344,0
106,1,2.602330584808421,1,154,514,0,1,-0.62600906477668,1
107,1,4.792503664241811,0,349,517,0,1,1.1720879662024761,0
108,1,0.5218680554010167,0,396,492,0,1,-1.1941789335712532,1
109,1,2.647819615719178,0,466,476,0,0,-0.08416176835620391,1
110,1,1.5145616486092293,0,472,483,0,0,-0.58289025647286,1
111,1,2.2387701661494903,0,263,509,0,0,0.7839094725252065,0
112,1,1.7057082381953288,0,236,466,0,1,-1.088311968010362,1
113,1,1.1217829715250311,0,297,508,0,0,-0.5894855604635438,0
114,1,4.341911947014546,0,440,494,0,0,1.0835379612904656,0
115,1,5.50521455655125,1,409,479,0,1,0.2040916023940356,1
116,1,-1.1220369099024974,0,342,526,0,0,-1.0730727984493194,0
117,1,2.904030598697796,0,456,489,0,0,0.48960163661459283,1
118,1,5.6094239467470794,0,141,495,0,1,1.4430998238754953,1
119,1,1.7407515949740364,0,355,574,0,0,-0.41677134483367884,0
120,1,3.8290687020605323,0,410,521,0,1,-0.21752683647380416,0
121,1,0.8063211243426895,0,6,479,0,1,-0.33982073788641465,0
122,1,-1.2520506417601536,0,87,508,0,0,-0.25756739015737184,0
123,1,6.949082505346087,0,191,518,0,1,1.6740766862161989,1
124,1,0.04522987007854651,0,129,525,0,0,-0.3470734450542432,1
125,1,2.202129033654133,0,147,467,0,1,-0.2589608912971198,0
126,1,1.6157398870411492,0,419,491,0,0,0.27314387535165613,0
127,1,0.8101766390645757,0,286,479,0,1,-0.8561836402277243,0
128,1,0.038060517916473025,0,283,525,0,1,-1.6777895962961902,0
129,1,2.5400101153653414,0,181,505,0,0,0.4757053908843143,0
130,1,6.359276760551073,0,446,517,0,1,1.3202416823453567,1
131,1,0.23928549450962888,0,252,545,0,0,-0.8159134257337642,0
132,1,3.843013715475086,0,442,508,0,1,0.21056616849236148,0
133,1,-1.5577268785137903,0,449,490,0,0,-1.502451535452547,0
134,1,1.1680391992781678,0,116,508,0,0,0.4905847286762816,0
135,1,1.4224519171404602,0,192,479,0,1,-0.33611640574773405,0
136,1,0.2855969540475276,0,279,473,0,0,-0.6940822925784843,1
137,1,4.856690232433067,0,37,527,0,0,0.7231515526054062,1
138,1,3.7521192097050444,0,232,527,0,1,0.3570957339705778,1
139,1,2.085920846786535,0,314,486,0,1,-0.9701646670654231,1
140,1,2.426852876861355,0,265,509,0,1,-0.4638410594131422,0
141,1,0.9742291505762344,0,77,492,0,1,-1.3457415280808505,1
142,1,5.667071052085988,0,321,478,0,0,1.5657264180988106,1
143,1,1.803850077665703,0,418,468,0,0,-0.14281692011462555,1
144,1,0.9888559471452689,0,374,512,0,1,-0.6401021664315959,0
145,1,6.4867197631259215,0,149,496,0,1,0.7329363137148663,1
146,1,6.964527154913837,0,78,494,0,1,1.4029577039523498,0
147,1,3.4561453421706876,0,299,502,0,1,-0.20534937716783105,1
148,1,3.3459277950739255,0,200,528,0,1,0.4794183496134376,0
149,1,2.596827802091403,0,312,486,0,0,1.5210662681028175,1
150,1,0.469668172254468,0,421,476,0,1,-1.7220787971094096,1
151,1,-1.2685880667076637,0,472,497,0,0,-1.6001375318406332,0
152,1,-1.0186180612510056,0,162,475,0,0,-0.55761567726786,0
153,1,-0.4622352132661707,0,466,489,0,0,-0.9457514078718557,1
154,1,5.402501407293242,0,457,511,0,1,-0.7407277529688842,0
155,1,-2.4477552279083454,0,96,543,0,0,-1.6831966860100394,0
156,1,3.8200822842761974,0,359,536,0,1,0.8923171745961391,1
157,1,4.099012322943748,3,322,528,0,1,0.8297419932202565,0
158,1,3.8120748041077226,0,254,491,0,0,0.9746386798436589,1
159,1,-1.508349288694217,0,374,497,0,1,-1.6228328326749832,1
160,1,3.3714128389989897,0,485,532,0,1,0.490330693493362,0
161,1,3.1059393438321155,0,355,480,0,0,0.6410032051709476,1
162,1,2.48840683804162,0,20,511,0,0,-0.12015762658477636,0
163,1,5.826190478164694,0,165,508,0,0,1.6889615901481159,0
164,1,0.12677231002108602,0,40,543,0,0,0.13337370869965973,0
165,1,0.9871793949561085,0,195,513,0,0,0.12288843156142762,1
166,1,4.72628156118515,0,431,520,0,0,0.9022911439903799,1
167,1,4.39096805840269,0,177,526,0,1,-0.03583151966777026,1
168,1,3.929897142994001,0,326,504,0,0,0.2776968014837295,1
169,1,0.47614556216447435,0,368,510,0,0,-1.060911078477941,1
170,1,2.8550005550680924,0,224,530,0,0,0.7684045973877626,1
171,1,-1.4451815282601528,0,417,494,0,0,-0.48421541981514027,0
172,1,0.5256902324808066,0,465,479,0,0,-0.42230788791548907,0
173,1,0.872563907814249,0,228,506,0,0,-0.5635669361969607,0
174,1,1.1985425049704077,0,107,475,0,0,-0.9188380638168777,1
175,1,6.208652100192472,0,308,512,0,1,1.9137194382057223,0
176,1,2.9722317047332774,0,392,498,0,0,-0.15246743213367706,1
177,1,4.662523053932908,0,401,457,0,1,0.9505568082222062,0
178,1,-2.8223812481089965,0,434,480,0,1,-2.025373648967631,0
179,1,3.056590144637779,0,19,478,0,0,0.15823545478948617,1
180,1,2.1151994098220004,0,195,513,0,1,-0.910065986312812,0
181,1,5.547934745100134,0,119,475,0,1,0.9220465190819246,1
182,1,-3.212522673879212,0,216,507,0,0,-2.209196487253829,1
183,1,4.521733888409592,0,338,506,0,0,1.3112278028928777,0
184,1,2.815826202464245,0,162,481,0,0,0.4020339043347694,0
185,1,1.8869309528322846,0,254,495,0,0,-0.8148595763075526,1
186,1,4.621866180579344,0,323,491,0,1,0.9418205406077195,0
187,1,-1.7785460071539143,0,445,467,0,0,-1.6816369672321518,0
188,1,-0.27647603168609214,0,4,473,0,0,-1.0662256391605798,1
189,1,3.3518869387685286,0,423,545,0,1,-0.44327375389140544,1
190,1,3.5261956054490327,0,321,456,0,0,1.2657231447703556,0
191,1,-0.950036778478268,0,185,521,0,0,-0.7396659825587342,0
192,1,4.050447665492013,0,116,473,0,0,0.8097599108367053,1
193,1,3.55980755471732,0,209,491,0,0,0.8581594106804602,1
194,1,2.178336126329899,0,159,475,0,1,-0.6330016182766994,1
195,1,-1.122532985308423,0,316,496,0,0,-1.35798697380847,0
196,1,3.9692868138506525,0,331,515,0,0,1.9291703704874674,1
197,1,1.1640419379164422,0,425,509,0,0,0.061932185500875106,1
198,1,-0.09911520561335951,0,171,493,0,1,-1.9775280600383502,0
199,1,1.0663968856793973,0,263,496,0,0,-0.03917653995552359,1
200,1,2.4914254470952186,0,344,503,0,1,0.5396529789161157,0
201,1,3.4439043318464573,0,92,511,0,1,-0.2908542441542244,0
202,1,1.3429697296279368,0,507,509,0,1,-0.785653433487019,1
203,1,0.9934764936641034,0,435,498,0,0,-0.5412941236242496,1
204,1,0.27359841548924857,0,145,500,0,0,-0.5736543705069329,1
205,1,8.748442929246853,0,188,480,0,1,1.4356335390133428,1
206,1,3.6831002584901857,0,310,505,0,0,0.8678641209682105,0
207,1,5.514290088113433,0,60,518,0,1,0.6092974615498677,0
208,1,0.8302675936583555,0,106,494,0,0,-0.5496793907218017,1
209,1,2.2051293383138955,0,129,498,0,0,0.026301941263409758,1
210,1,3.2486971837198806,0,387,524,0,1,-0.4351618321013908,0
211,1,0.4573991503021846,0,7,510,0,1,-1.5762630357314573,0
212,1,4.608586422318352,0,47,489,0,1,-0.6895882776732227,1
213,1,6.293746489171317,0,417,496,0,0,1.45348824371764,1
214,1,-2.756971199490011,0,24,522,0,0,-1.632494439555608,0
215,1,6.168252454492277,0,88,463,0,0,1.5766522515243537,1
216,1,2.82026720104962,0,116,542,0,1,0.011783755111173536,0
217,1,3.742304615136161,0,413,513,0,1,0.6260378362943325,0
218,1,1.3643814338354971,0,88,546,0,0,0.4787165803843963,0
219,1,1.3443668662774,0,455,486,0,0,-0.5465581527157681,1
220,1,6.32753045286487,0,186,458,0,1,1.8975175249447525,0
221,1,3.0048051378231584,0,277,517,0,0,0.0036927723386267573,1
222,1,3.0873830244485796,0,210,517,0,1,-1.3438765530137915,1
223,1,1.2592969775773333,0,453,512,0,0,0.46382367678889214,0
224,1,2.081011769305128,0,260,506,0,1,-0.827332072547295,1
225,1,3.058602928284685,0,171,496,0,0,1.7233933674641893,0
226,1,3.387933986970482,0,93,502,0,1,-0.3213112127442703,1
227,1,5.975212649527524,0,180,524,0,1,0.9233823562410383,1
228,1,6.841722113766435,0,134,505,0,1,0.49615676468033115,1
229,1,-1.8576494536236279,0,338,496,0,1,-1.7587339085567684,0
230,1,2.6245832915206027,0,228,531,0,1,-0.2990171622228591,0
231,1,5.795618163360367,0,319,497,0,0,1.6940805709808116,0
232,1,6.934614759617237,0,79,492,0,1,1.1674727817646975,1
233,1,4.146670806907988,0,448,513,0,0,1.1388816902114212,1
234,1,0.16677483713713404,0,70,540,0,1,-2.138261444323184,1
235,1,1.1227215617171113,0,423,519,0,1,-0.9092206794019365,0
236,1,5.553926555401875,0,129,516,0,1,0.8161249581821343,0
237,1,3.9257377762166783,0,373,485,0,1,0.38643562161596084,0
238,1,4.110469933020826,0,340,523,0,1,1.0699851829842173,0
239,1,1.2312599064296075,0,198,478,0,0,-0.12081710037486515,1
240,1,0.9026309746239187,0,392,503,0,1,-0.6111057555645797,1
241,1,4.849292148443063,0,505,544,0,1,-0.46798298013315776,1
242,1,6.339806774660907,0,128,498,0,1,0.3652027899102885,1
243,1,4.910116530103358,0,408,499,0,1,1.101659055099601,1
244,1,5.269300969687254,0,322,518,0,1,-0.11075801914921078,1
245,1,5.818030501354705,0,66,518,0,1,0.8095002692521546,0
246,1,1.8610854138996327,0,143,471,0,0,-0.5957795931018465,0
247,1,6.424496242878439,0,357,516,0,1,1.1468384499974462,1
248,1,3.329014663771151,0,414,474,0,1,-0.006916936128541521,0
249,1,1.0218509518253711,0,223,522,0,1,-1.1867189730683825,1
250,1,1.4088328594917885,0,41,457,0,0,0.022913715871171143,1
251,1,7.4976100691453915,0,336,510,0,1,1.7305983889763188,0
252,1,1.8813224069155707,0,196,524,0,0,-0.5247132279431044,0
253,1,3.1543116404224323,0,325,505,0,0,1.237983495741898,0
254,1,5.3514671614332645,0,417,488,0,0,1.9101145155493338,1
255,1,1.6995161429486756,0,294,488,0,0,-0.17106995150493584,0
256,1,-0.21218001123150687,0,321,507,0,1,-1.4669269338691135,0
257,1,6.2221295668170455,0,228,462,0,1,0.8724414292582606,1
258,1,-2.42435538964379,0,165,536,0,0,-1.2111027278526805,0
259,1,-0.5695010415752488,0,172,497,0,0,-0.7480583147589113,1
260,1,3.088745619195894,0,376,469,0,1,0.7212163988993285,0
